20030804	867
20030805	640
20030806	955
20030807	983
20030808	841
20030809	10
20030810	37
20030811	953
20030812	1391
20030813	1277
20030814	1198
20030815	808
20030816	35
20030817	0
20030818	1093
20030819	1093
20030820	1022
20030821	972
20030822	790
20030823	24
20030824	0
20030825	1055
20030826	1708
20030827	1299
20030828	1053
20030829	943
20030830	13
20030831	1
20030901	33
20030902	1215
20030903	1067
20030904	1038
20030905	1021
20030906	679
20030907	0
20030908	1169
20030909	1424
20030910	1317
20030911	1009
20030912	864
20030913	19
20030914	38
20030915	1096
20030916	1405
20030917	1143
20030918	1001
20030919	917
20030920	1530
20030921	12
20030922	935
20030923	1275
20030924	1069
20030925	1031
20030926	945
20030927	1
20030928	9
20030929	822
20030930	1134
20031001	874
20031002	1014
20031003	855
20031004	143
20031005	25
20031006	869
20031007	1415
20031008	1103
20031009	1183
20031010	999
20031011	3
20031012	4
20031013	80
20031014	1167
20031015	1018
20031016	1166
20031017	1001
20031018	154
20031019	28
20031020	1029
20031021	1344
20031022	817
20031023	1127
20031024	974
20031025	34
20031026	15
20031027	1024
20031028	1369
20031029	1130
20031030	974
20031031	921
20031101	29
20031102	3
20031103	903
20031104	1175
20031105	968
20031106	1133
20031107	952
20031108	6
20031109	15
20031110	1046
20031111	409
20031112	1098
20031113	1031
20031114	956
20031115	19
20031116	62
20031117	1089
20031118	1442
20031119	1025
20031120	1196
20031121	946
20031122	23
20031123	204
20031124	1090
20031125	1388
20031126	836
20031127	0
20031128	22
20031129	19
20031130	57
20031201	789
20031202	1162
20031203	1158
20031204	887
20031205	1069
20031206	10
20031207	63
20031208	960
20031209	1319
20031210	1166
20031211	872
20031212	937
20031213	8
20031214	18
20031215	931
20031216	1123
20031217	859
20031218	842
20031219	854
20031220	0
20031221	0
20031222	916
20031223	1121
20031224	158
20031225	0
20031226	3
20031227	0
20031228	0
20031229	17
20031230	0
20031231	9
20040101	0
20040102	3
20040103	0
20040104	0
20040105	304
20040106	735
20040107	824
20040108	758
20040109	767
20040110	0
20040111	2
20040112	863
20040113	969
20040114	1020
20040115	941
20040116	802
20040117	4
20040118	1
20040119	21
20040120	1015
20040121	1239
20040122	1089
20040123	867
20040124	0
20040125	0
20040126	1107
20040127	1189
20040128	1166
20040129	2189
20040130	1126
20040131	23
20040201	4
20040202	1012
20040203	1298
20040204	1393
20040205	1086
20040206	1128
20040207	33
20040208	17
20040209	947
20040210	1199
20040211	1119
20040212	1052
20040213	1032
20040214	12
20040215	11
20040216	37
20040217	1165
20040218	1236
20040219	990
20040220	1150
20040221	12
20040222	4
20040223	1140
20040224	1163
20040225	1315
20040226	899
20040227	1322
20040228	25
20040229	11
20040301	777
20040302	1158
20040303	1248
20040304	1244
20040305	1052
20040306	172
20040307	95
20040308	1060
20040309	1300
20040310	1178
20040311	1044
20040312	918
20040313	17
20040314	27
20040315	980
20040316	1718
20040317	1164
20040318	1033
20040319	1088
20040320	33
20040321	23
20040322	1200
20040323	1543
20040324	1038
20040325	1241
20040326	1122
20040327	27
20040328	13
20040329	1038
20040330	1900
20040331	1169
20040401	1141
20040402	971
20040403	2
20040404	29
20040405	1036
20040406	1529
20040407	1212
20040408	1098
20040409	960
20040410	13
20040411	0
20040412	1280
20040413	1616
20040414	1110
20040415	1019
20040416	947
20040417	40
20040418	124
20040419	1022
20040420	1745
20040421	1516
20040422	909
20040423	956
20040424	49
20040425	147
20040426	879
20040427	1725
20040428	1239
20040429	1089
20040430	1160
20040501	2
20040502	38
20040503	1013
20040504	1591
20040505	1326
20040506	1029
20040507	1152
20040508	1
20040509	10
20040510	1120
20040511	1504
20040512	1049
20040513	1068
20040514	946
20040515	51
20040516	152
20040517	1162
20040518	1770
20040519	1184
20040520	1037
20040521	1116
20040522	0
20040523	2
20040524	1276
20040525	1709
20040526	1281
20040527	1025
20040528	981
20040529	0
20040530	8
20040531	44
20040601	1549
20040602	1220
20040603	1369
20040604	1227
20040605	84
20040606	97
20040607	1231
20040608	1900
20040609	1431
20040610	813
20040611	1039
20040612	33
20040613	38
20040614	1303
20040615	1724
20040616	1829
20040617	1627
20040618	1539
20040619	33
20040620	227
20040621	1220
20040622	1203
20040623	725
20040624	934
20040625	780
20040626	6
20040627	16
20040628	841
20040629	1459
20040630	945
20040701	753
20040702	677
20040703	1
20040704	91
20040705	1
20040706	983
20040707	1108
20040708	1161
20040709	776
20040710	1
20040711	34
20040712	1172
20040713	1747
20040714	1194
20040715	1074
20040716	946
20040717	1
20040718	2
20040719	1093
20040720	1764
20040721	1120
20040722	1178
20040723	890
20040724	0
20040725	0
20040726	1229
20040727	1754
20040728	1315
20040729	1192
20040730	1050
20040731	9
20040801	5
20040802	1091
20040803	1325
20040804	1088
20040805	1137
20040806	996
20040807	0
20040808	1
20040809	1171
20040810	1159
20040811	1193
20040812	1169
20040813	976
20040814	0
20040815	3
20040816	849
20040817	993
20040818	1268
20040819	1151
20040820	844
20040821	0
20040822	0
20040823	817
20040824	875
20040825	788
20040826	1262
20040827	1209
20040828	1
20040829	2
20040830	1365
20040831	1089
20040901	1094
20040902	1068
20040903	914
20040904	0
20040905	39
20040906	2
20040907	890
20040908	1008
20040909	1089
20040910	1228
20040911	0
20040912	0
20040913	1420
20040914	1514
20040915	1104
20040916	1181
20040917	1149
20040918	34
20040919	133
20040920	1357
20040921	1554
20040922	2185
20040923	1335
20040924	1193
20040925	0
20040926	5
20040927	1387
20040928	1815
20040929	1288
20040930	1473
20041001	1201
20041002	14
20041003	24
20041004	1324
20041005	1504
20041006	1201
20041007	1079
20041008	901
20041009	4
20041010	3
20041011	53
20041012	1332
20041013	875
20041014	862
20041015	790
20041016	2
20041017	0
20041018	892
20041019	1473
20041020	1071
20041021	997
20041022	814
20041023	12
20041024	13
20041025	979
20041026	1114
20041027	964
20041028	935
20041029	928
20041030	36
20041031	25
20041101	1049
20041102	1093
20041103	712
20041104	722
20041105	702
20041106	12
20041107	9
20041108	753
20041109	1118
20041110	531
20041111	29
20041112	606
20041113	47
20041114	16
20041115	810
20041116	1136
20041117	829
20041118	898
20041119	781
20041120	13
20041121	20
20041122	902
20041123	1336
20041124	614
20041125	0
20041126	1
20041127	14
20041128	48
20041129	847
20041130	1273
20041201	735
20041202	821
20041203	577
20041204	21
20041205	16
20041206	699
20041207	885
20041208	812
20041209	946
20041210	708
20041211	0
20041212	4
20041213	838
20041214	922
20041215	640
20041216	659
20041217	571
20041218	17
20041219	5
20041220	771
20041221	717
20041222	603
20041223	193
20041224	0
20041225	0
20041226	1
20041227	9
20041228	30
20041229	42
20041230	55
20041231	23
20050101	0
20050102	0
20050103	624
20050104	1280
20050105	646
20050106	1653
20050107	740
20050108	2
20050109	0
20050110	912
20050111	1207
20050112	956
20050113	1202
20050114	598
20050115	6
20050116	26
20050117	0
20050118	1242
20050119	832
20050120	783
20050121	579
20050122	3
20050123	23
20050124	48
20050125	819
20050126	128
20050127	863
20050128	673
20050129	33
20050130	21
20050131	999
20050201	962
20050202	979
20050203	663
20050204	689
20050205	15
20050206	3
20050207	731
20050208	1219
20050209	1029
20050210	839
20050211	1021
20050212	2
20050213	1
20050214	992
20050215	1079
20050216	1239
20050217	881
20050218	798
20050219	1
20050220	0
20050221	15
20050222	945
20050223	862
20050224	739
20050225	740
20050226	19
20050227	158
20050228	1173
20050301	1138
20050302	1078
20050303	1259
20050304	868
20050305	26
20050306	28
20050307	1009
20050308	1309
20050309	942
20050310	949
20050311	748
20050312	30
20050313	5
20050314	796
20050315	1438
20050316	994
20050317	1143
20050318	5641
20050319	830
20050320	51
20050321	822
20050322	1583
20050323	799
20050324	816
20050325	760
20050326	13
20050327	3
20050328	901
20050329	1452
20050330	770
20050331	944
20050401	610
20050402	5
20050403	4
20050404	987
20050405	1157
20050406	735
20050407	1000
20050408	671
20050409	23
20050410	59
20050411	914
20050412	1681
20050413	926
20050414	991
20050415	682
20050416	51
20050417	0
20050418	766
20050419	1523
20050420	860
20050421	943
20050422	627
20050423	35
20050424	9
20050425	1360
20050426	2018
20050427	984
20050428	759
20050429	874
20050430	56
20050501	4
20050502	649
20050503	1256
20050504	860
20050505	810
20050506	788
20050507	0
20050508	28
20050509	886
20050510	1465
20050511	637
20050512	653
20050513	3851
20050514	5
20050515	21
20050516	834
20050517	1220
20050518	912
20050519	961
20050520	936
20050521	75
20050522	65
20050523	726
20050524	1092
20050525	935
20050526	755
20050527	644
20050528	0
20050529	4
20050530	13
20050531	1215
20050601	935
20050602	832
20050603	742
20050604	24
20050605	25
20050606	1069
20050607	1418
20050608	1039
20050609	634
20050610	901
20050611	23
20050612	7
20050613	726
20050614	1753
20050615	1037
20050616	1137
20050617	932
20050618	8
20050619	0
20050620	980
20050621	1804
20050622	1348
20050623	561
20050624	431
20050625	2
20050626	0
20050627	551
20050628	833
20050629	639
20050630	560
20050701	407
20050702	1
20050703	8
20050704	25
20050705	751
20050706	686
20050707	1019
20050708	733
20050709	30
20050710	1
20050711	898
20050712	1087
20050713	957
20050714	740
20050715	687
20050716	17
20050717	24
20050718	956
20050719	1006
20050720	806
20050721	797
20050722	745
20050723	0
20050724	134
20050725	883
20050726	1484
20050727	1029
20050728	881
20050729	759
20050730	0
20050731	31
20050801	874
20050802	1331
20050803	983
20050804	1053
20050805	715
20050806	1
20050807	8
20050808	928
20050809	1165
20050810	1021
20050811	1020
20050812	713
20050813	1
20050814	7
20050815	830
20050816	1191
20050817	1030
20050818	1071
20050819	942
20050820	7
20050821	6
20050822	1145
20050823	1313
20050824	961
20050825	949
20050826	850
20050827	1
20050828	0
20050829	829
20050830	927
20050831	685
20050901	632
20050902	501
20050903	15
20050904	0
20050905	0
20050906	624
20050907	702
20050908	792
20050909	546
20050910	0
20050911	0
20050912	664
20050913	1439
20050914	729
20050915	840
20050916	879
20050917	1
20050918	1
20050919	771
20050920	1623
20050921	839
20050922	1005
20050923	756
20050924	6
20050925	9
20050926	857
20050927	1227
20050928	820
20050929	857
20050930	924
20051001	3
20051002	0
20051003	935
20051004	1244
20051005	820
20051006	736
20051007	903
20051008	1
20051009	5
20051010	60
20051011	1272
20051012	776
20051013	836
20051014	874
20051015	1
20051016	32
20051017	777
20051018	1177
20051019	835
20051020	1053
20051021	920
20051022	5
20051023	293
20051024	936
20051025	1311
20051026	1026
20051027	1072
20051028	1029
20051029	1
20051030	0
20051031	954
20051101	1339
20051102	902
20051103	1071
20051104	763
20051105	20
20051106	3
20051107	1041
20051108	1037
20051109	1087
20051110	971
20051111	114
20051112	0
20051113	5
20051114	931
20051115	1226
20051116	1120
20051117	1117
20051118	900
20051119	13
20051120	27
20051121	1045
20051122	1744
20051123	610
20051124	0
20051125	11
20051126	17
20051127	17
20051128	1230
20051129	1301
20051130	952
20051201	885
20051202	713
20051203	3419
20051204	1
20051205	812
20051206	1240
20051207	913
20051208	830
20051209	696
20051210	0
20051211	5
20051212	716
20051213	1451
20051214	977
20051215	774
20051216	846
20051217	0
20051218	1
20051219	792
20051220	1309
20051221	644
20051222	811
20051223	161
20051224	0
20051225	2
20051226	0
20051227	129
20051228	43
20051229	43
20051230	14
20051231	11
20060101	6
20060102	1
20060103	764
20060104	897
20060105	972
20060106	628
20060107	5
20060108	11
20060109	939
20060110	1542
20060111	860
20060112	1003
20060113	614
20060114	4
20060115	12
20060116	10
20060117	1063
20060118	825
20060119	1246
20060120	776
20060121	1
20060122	3
20060123	1424
20060124	1291
20060125	1057
20060126	1028
20060127	873
20060128	4
20060129	1
20060130	771
20060131	1054
20060201	790
20060202	905
20060203	700
20060204	13
20060205	8
20060206	872
20060207	1202
20060208	934
20060209	1475
20060210	758
20060211	5
20060212	0
20060213	860
20060214	1209
20060215	752
20060216	808
20060217	801
20060218	85
20060219	2
20060220	36
20060221	1084
20060222	983
20060223	906
20060224	850
20060225	1
20060226	9
20060227	923
20060228	1425
20060301	987
20060302	1078
20060303	772
20060304	10
20060305	72
20060306	849
20060307	1203
20060308	951
20060309	879
20060310	821
20060311	30
20060312	71
20060313	779
20060314	1490
20060315	840
20060316	902
20060317	788
20060318	7
20060319	27
20060320	893
20060321	1506
20060322	1163
20060323	1203
20060324	764
20060325	11
20060326	160
20060327	898
20060328	1130
20060329	917
20060330	823
20060331	6602
20060401	0
20060402	48
20060403	748
20060404	1278
20060405	1058
20060406	742
20060407	773
20060408	6
20060409	10
20060410	863
20060411	1223
20060412	802
20060413	1000
20060414	655
20060415	6
20060416	23
20060417	825
20060418	1183
20060419	1033
20060420	904
20060421	768
20060422	11
20060423	35
20060424	1049
20060425	2048
20060426	990
20060427	1031
20060428	984
20060429	230
20060430	93
20060501	727
20060502	1100
20060503	856
20060504	823
20060505	505
20060506	4
20060507	0
20060508	811
20060509	1357
20060510	995
20060511	867
20060512	817
20060513	8
20060514	43
20060515	873
20060516	1089
20060517	1024
20060518	937
20060519	2433
20060520	809
20060521	0
20060522	1000
20060523	1201
20060524	956
20060525	1330
20060526	800
20060527	0
20060528	5
20060529	0
20060530	1258
20060531	1025
20060601	935
20060602	694
20060603	23
20060604	2
20060605	770
20060606	938
20060607	1042
20060608	1190
20060609	1105
20060610	19
20060611	0
20060612	1034
20060613	1179
20060614	1069
20060615	1717
20060616	1015
20060617	34
20060618	20
20060619	1137
20060620	1464
20060621	1679
20060622	1671
20060623	689
20060624	3
20060625	2
20060626	653
20060627	800
20060628	605
20060629	833
20060630	392
20060701	3
20060702	1
20060703	375
20060704	46
20060705	543
20060706	760
20060707	772
20060708	2
20060709	0
20060710	1104
20060711	998
20060712	1240
20060713	992
20060714	657
20060715	73
20060716	4
20060717	1225
20060718	896
20060719	989
20060720	939
20060721	550
20060722	54
20060723	4
20060724	1420
20060725	802
20060726	1415
20060727	1472
20060728	677
20060729	77
20060730	1
20060731	699
20060801	759
20060802	756
20060803	1906
20060804	711
20060805	621
20060806	1
20060807	727
20060808	835
20060809	1030
20060810	1321
20060811	732
20060812	5
20060813	8
20060814	835
20060815	1074
20060816	806
20060817	1573
20060818	748
20060819	0
20060820	0
20060821	709
20060822	807
20060823	947
20060824	961
20060825	767
20060826	12
20060827	40
20060828	938
20060829	1059
20060830	884
20060831	798
20060901	1051
20060902	57
20060903	1
20060904	0
20060905	560
20060906	737
20060907	527
20060908	790
20060909	51
20060910	1
20060911	729
20060912	950
20060913	781
20060914	3837
20060915	2001
20060916	150
20060917	0
20060918	1061
20060919	975
20060920	971
20060921	3015
20060922	1288
20060923	0
20060924	6
20060925	951
20060926	1019
20060927	1132
20060928	1763
20060929	769
20060930	42
20061001	15
20061002	985
20061003	924
20061004	805
20061005	1554
20061006	726
20061007	78
20061008	1
20061009	4
20061010	958
20061011	780
20061012	1098
20061013	574
20061014	59
20061015	0
20061016	802
20061017	875
20061018	1137
20061019	1188
20061020	556
20061021	0
20061022	14
20061023	805
20061024	877
20061025	891
20061026	1109
20061027	821
20061028	94
20061029	1
20061030	949
20061031	930
20061101	867
20061102	1123
20061103	624
20061104	59
20061105	22
20061106	766
20061107	992
20061108	866
20061109	1111
20061110	139
20061111	51
20061112	16
20061113	862
20061114	922
20061115	925
20061116	2060
20061117	556
20061118	39
20061119	5
20061120	875
20061121	929
20061122	2309
20061123	500
20061124	5
20061125	14
20061126	0
20061127	815
20061128	995
20061129	689
20061130	1387
20061201	740
20061202	155
20061203	3
20061204	782
20061205	874
20061206	917
20061207	1337
20061208	1055
20061209	54
20061210	1
20061211	895
20061212	892
20061213	787
20061214	1058
20061215	629
20061216	114
20061217	16
20061218	805
20061219	709
20061220	782
20061221	1194
20061222	381
20061223	97
20061224	1
20061225	0
20061226	64
20061227	13
20061228	301
20061229	73
20061230	34
20061231	10
20070101	0
20070102	556
20070103	867
20070104	830
20070105	758
20070106	1
20070107	195
20070108	727
20070109	928
20070110	898
20070111	927
20070112	1719
20070113	9
20070114	1
20070115	4
20070116	962
20070117	809
20070118	852
20070119	2260
20070120	109
20070121	0
20070122	900
20070123	1176
20070124	863
20070125	952
20070126	1209
20070127	86
20070128	0
20070129	816
20070130	1060
20070131	1014
20070201	835
20070202	783
20070203	63
20070204	0
20070205	791
20070206	972
20070207	990
20070208	931
20070209	610
20070210	6
20070211	3
20070212	787
20070213	1119
20070214	703
20070215	904
20070216	1345
20070217	31
20070218	847
20070219	0
20070220	1200
20070221	1059
20070222	1316
20070223	1081
20070224	112
20070225	78
20070226	820
20070227	1152
20070228	1017
20070301	857
20070302	554
20070303	76
20070304	15
20070305	986
20070306	1061
20070307	887
20070308	1317
20070309	732
20070310	243
20070311	10
20070312	833
20070313	1237
20070314	1093
20070315	1576
20070316	487
20070317	164
20070318	87
20070319	621
20070320	986
20070321	797
20070322	1195
20070323	896
20070324	162
20070325	88
20070326	820
20070327	1199
20070328	814
20070329	2464
20070330	566
20070331	74
20070401	17
20070402	789
20070403	825
20070404	938
20070405	1014
20070406	565
20070407	56
20070408	30
20070409	755
20070410	925
20070411	908
20070412	1231
20070413	923
20070414	15
20070415	15
20070416	771
20070417	1140
20070418	1144
20070419	1503
20070420	734
20070421	45
20070422	101
20070423	849
20070424	909
20070425	981
20070426	1147
20070427	1114
20070428	163
20070429	72
20070430	1027
20070501	1381
20070502	996
20070503	1171
20070504	708
20070505	89
20070506	53
20070507	1020
20070508	838
20070509	1662
20070510	970
20070511	20011
20070512	18988
20070513	56
20070514	15885
20070515	1041
20070516	1747
20070517	13911
20070518	41476
20070519	221
20070520	50
20070521	841
20070522	780
20070523	28859
20070524	2169
20070525	817
20070526	124
20070527	22
20070528	0
20070529	5078
20070530	838
20070531	1224
20070601	43609
20070602	236
20070603	75
20070604	551
20070605	588
20070606	914
20070607	3751
20070608	31739
20070609	2814
20070610	29
20070611	5934
20070612	979
20070613	1057
20070614	1243
20070615	792
20070616	154
20070617	1
20070618	781
20070619	768
20070620	978
20070621	749
20070622	496
20070623	34
20070624	0
20070625	635
20070626	1003
20070627	837
20070628	811
20070629	771
20070630	2905
20070701	0
20070702	461
20070703	498
20070704	146
20070705	798
20070706	463
20070707	89
20070708	0
20070709	645
20070710	607
20070711	936
20070712	1192
20070713	539
20070714	90
20070715	11
20070716	739
20070717	803
20070718	833
20070719	976
20070720	43525
20070721	121
20070722	38925
20070723	764
20070724	850
20070725	925
20070726	1017
20070727	42786
20070728	335
20070729	259
20070730	908
20070731	1562
20070801	913
20070802	1270
20070803	38466
20070804	337
20070805	202
20070806	746
20070807	860
20070808	1071
20070809	30961
20070810	39976
20070811	566
20070812	300
20070813	879
20070814	1546
20070815	983
20070816	947
20070817	54251
20070818	607
20070819	165
20070820	1004
20070821	5789
20070822	851
20070823	679
20070824	648
20070825	300
20070826	5
20070827	744
20070828	19985
20070829	1229
20070830	4031
20070831	41457
20070901	256
20070902	17
20070903	39
20070904	12695
20070905	23763
20070906	800
20070907	43901
20070908	574
20070909	20932
20070910	956
20070911	1097
20070912	1148
20070913	712
20070914	44226
20070915	1094
20070916	24488
20070917	827
20070918	723
20070919	776
20070920	1042
20070921	772
20070922	105
20070923	20
20070924	708
20070925	1066
20070926	1302
20070927	873
20070928	39034
20070929	847
20070930	17
20071001	860
20071002	926
20071003	1145
20071004	824
20071005	40556
20071006	24949
20071007	1821
20071008	11
20071009	920
20071010	885
20071011	1016
20071012	22411
20071013	260
20071014	1124
20071015	907
20071016	1101
20071017	894
20071018	1105
20071019	839
20071020	196
20071021	33
20071022	602
20071023	969
20071024	1223
20071025	1210
20071026	647
20071027	263
20071028	5
20071029	936
20071030	748
20071031	1326
20071101	870
20071102	1302
20071103	155
20071104	8
20071105	1123
20071106	949
20071107	1199
20071108	847
20071109	953
20071110	165
20071111	37
20071112	8
20071113	920
20071114	1136
20071115	1059
20071116	1023
20071117	160
20071118	53
20071119	916
20071120	1331
20071121	1067
20071122	183
20071123	15
20071124	38
20071125	26
20071126	838
20071127	625
20071128	1133
20071129	942
20071130	858
20071201	250
20071202	118
20071203	853
20071204	779
20071205	1521
20071206	914
20071207	971
20071208	257
20071209	23
20071210	1009
20071211	1189
20071212	1311
20071213	982
20071214	660
20071215	362
20071216	341
20071217	1159
20071218	1634
20071219	1371
20071220	857
20071221	1035
20071222	142
20071223	95
20071224	0
20071225	0
20071226	64
20071227	125
20071228	7
20071229	0
20071230	0
20071231	0
20080101	169
20080102	480
20080103	991
20080104	1166
20080105	68
20080106	133
20080107	727
20080108	1001
20080109	1126
20080110	939
20080111	806
20080112	77
20080113	33
20080114	655
20080115	982
20080116	1791
20080117	1495
20080118	1128
20080119	282
20080120	106
20080121	17
20080122	1042
20080123	1181
20080124	1142
20080125	999
20080126	127
20080127	52
20080128	916
20080129	1006
20080130	1129
20080131	905
20080201	746
20080202	92
20080203	45
20080204	1061
20080205	1052
20080206	931
20080207	729
20080208	976
20080209	155
20080210	14
20080211	915
20080212	1148
20080213	1092
20080214	937
20080215	785
20080216	165
20080217	34
20080218	168
20080219	857
20080220	1020
20080221	995
20080222	652
20080223	120
20080224	46
20080225	911
20080226	828
20080227	1246
20080228	895
20080229	1184
20080301	86
20080302	77
20080303	1000
20080304	855
20080305	1431
20080306	992
20080307	890
20080308	99
20080309	31
20080310	915
20080311	1169
20080312	688
20080313	1058
20080314	835
20080315	247
20080316	51
20080317	861
20080318	853
20080319	931
20080320	1030
20080321	831
20080322	309
20080323	40
20080324	910
20080325	1134
20080326	1116
20080327	813
20080328	906
20080329	65
20080330	228
20080331	981
20080401	1138
20080402	1045
20080403	1130
20080404	721
20080405	26
20080406	4
20080407	1004
20080408	1174
20080409	1327
20080410	1109
20080411	908
20080412	77
20080413	35
20080414	1207
20080415	1075
20080416	1231
20080417	988
20080418	1775
20080419	151
20080420	19
20080421	1087
20080422	1621
20080423	1166
20080424	981
20080425	668
20080426	263
20080427	47
20080428	1033
20080429	1003
20080430	1125
20080501	936
20080502	900
20080503	66
20080504	78
20080505	882
20080506	963
20080507	873
20080508	2403
20080509	941
20080510	220
20080511	12
20080512	992
20080513	1091
20080514	1183
20080515	944
20080516	989
20080517	76
20080518	88
20080519	892
20080520	1310
20080521	1180
20080522	935
20080523	808
20080524	344
20080525	6
20080526	8
20080527	943
20080528	968
20080529	1564
20080530	1260
20080531	67
20080601	8
20080602	820
20080603	1256
20080604	1003
20080605	686
20080606	1094
20080607	200
20080608	394
20080609	1200
20080610	1103
20080611	1148
20080612	842
20080613	1189
20080614	66
20080615	12
20080616	676
20080617	1269
20080618	1328
20080619	901
20080620	992
20080621	192
20080622	4
20080623	767
20080624	865
20080625	1871
20080626	1041
20080627	646
20080628	0
20080629	1
20080630	572
20080701	522
20080702	593
20080703	1174
20080704	169
20080705	0
20080706	1
20080707	668
20080708	1159
20080709	1411
20080710	1121
20080711	899
20080712	201
20080713	5
20080714	974
20080715	1427
20080716	972
20080717	982
20080718	1071
20080719	171
20080720	0
20080721	780
20080722	1840
20080723	968
20080724	1021
20080725	869
20080726	281
20080727	7
